store_id,date,day_of_week,hour,forecast_customers,is_peak_hour
S007,2026-05-08,Friday,13,145,0
S007,2026-05-08,Friday,14,123,0
S007,2026-05-08,Friday,15,96,0
S007,2026-05-08,Friday,16,97,0
S007,2026-05-08,Friday,17,231,1
S007,2026-05-08,Friday,18,250,1
S007,2026-05-08,Friday,19,220,1
S007,2026-05-08,Friday,20,252,1
S007,2026-05-08,Friday,21,135,0
S007,2026-05-09,Saturday,8,203,0
S007,2026-05-09,Saturday,9,195,0
S007,2026-05-09,Saturday,10,222,0
S007,2026-05-09,Saturday,11,98,0
S007,2026-05-09,Saturday,12,208,0
S007,2026-05-09,Saturday,13,111,0
S007,2026-05-09,Saturday,14,174,0
S007,2026-05-09,Saturday,15,141,0
S007,2026-05-09,Saturday,16,176,0
S007,2026-05-09,Saturday,17,383,1
S007,2026-05-09,Saturday,18,356,1
S007,2026-05-09,Saturday,19,325,1
S007,2026-05-09,Saturday,20,333,1
S007,2026-05-09,Saturday,21,120,0
S008,2026-05-03,Sunday,8,105,0
S008,2026-05-03,Sunday,9,121,0
S008,2026-05-03,Sunday,10,109,0
S008,2026-05-03,Sunday,11,133,0
S008,2026-05-03,Sunday,12,67,0
S008,2026-05-03,Sunday,13,101,0
S008,2026-05-03,Sunday,14,132,0
S008,2026-05-03,Sunday,15,110,0
S008,2026-05-03,Sunday,16,103,0
S008,2026-05-03,Sunday,17,234,1
S008,2026-05-03,Sunday,18,215,1
S008,2026-05-03,Sunday,19,255,1
S008,2026-05-03,Sunday,20,246,1
S008,2026-05-03,Sunday,21,86,0
S008,2026-05-04,Monday,8,99,0
S008,2026-05-04,Monday,9,74,0
S008,2026-05-04,Monday,10,68,0
S008,2026-05-04,Monday,11,43,0
S008,2026-05-04,Monday,12,75,0
S008,2026-05-04,Monday,13,73,0
S008,2026-05-04,Monday,14,54,0
S008,2026-05-04,Monday,15,93,0
S008,2026-05-04,Monday,16,61,0
S008,2026-05-04,Monday,17,169,1
S008,2026-05-04,Monday,18,163,1
S008,2026-05-04,Monday,19,166,1
S008,2026-05-04,Monday,20,158,1
S008,2026-05-04,Monday,21,97,0
S008,2026-05-05,Tuesday,8,105,0
S008,2026-05-05,Tuesday,9,101,0
S008,2026-05-05,Tuesday,10,103,0
S008,2026-05-05,Tuesday,11,42,0
S008,2026-05-05,Tuesday,12,49,0
S008,2026-05-05,Tuesday,13,45,0
S008,2026-05-05,Tuesday,14,103,0
S008,2026-05-05,Tuesday,15,89,0
S008,2026-05-05,Tuesday,16,62,0
S008,2026-05-05,Tuesday,17,151,1
S008,2026-05-05,Tuesday,18,155,1
S008,2026-05-05,Tuesday,19,151,1
S008,2026-05-05,Tuesday,20,154,1
S008,2026-05-05,Tuesday,21,57,0
S008,2026-05-06,Wednesday,8,78,0
S008,2026-05-06,Wednesday,9,113,0
S008,2026-05-06,Wednesday,10,102,0
S008,2026-05-06,Wednesday,11,66,0
S008,2026-05-06,Wednesday,12,83,0
S008,2026-05-06,Wednesday,13,68,0
S008,2026-05-06,Wednesday,14,66,0
S008,2026-05-06,Wednesday,15,69,0
S008,2026-05-06,Wednesday,16,86,0
S008,2026-05-06,Wednesday,17,172,1
S008,2026-05-06,Wednesday,18,164,1
S008,2026-05-06,Wednesday,19,146,1
S008,2026-05-06,Wednesday,20,153,1
S008,2026-05-06,Wednesday,21,85,0
S008,2026-05-07,Thursday,8,113,0
S008,2026-05-07,Thursday,9,58,0
S008,2026-05-07,Thursday,10,77,0
S008,2026-05-07,Thursday,11,95,0
S008,2026-05-07,Thursday,12,114,0
S008,2026-05-07,Thursday,13,46,0
S008,2026-05-07,Thursday,14,85,0
S008,2026-05-07,Thursday,15,89,0
S008,2026-05-07,Thursday,16,100,0
S008,2026-05-07,Thursday,17,173,1
S008,2026-05-07,Thursday,18,166,1
S008,2026-05-07,Thursday,19,147,1
S008,2026-05-07,Thursday,20,149,1
S008,2026-05-07,Thursday,21,64,0
S008,2026-05-08,Friday,8,87,0
S008,2026-05-08,Friday,9,57,0
S008,2026-05-08,Friday,10,45,0
S008,2026-05-08,Friday,11,99,0
S008,2026-05-08,Friday,12,50,0
S008,2026-05-08,Friday,13,49,0
S008,2026-05-08,Friday,14,75,0
S008,2026-05-08,Friday,15,79,0
S008,2026-05-08,Friday,16,91,0
S008,2026-05-08,Friday,17,173,1
S008,2026-05-08,Friday,18,155,1
S008,2026-05-08,Friday,19,169,1
S008,2026-05-08,Friday,20,152,1
S008,2026-05-08,Friday,21,49,0
S008,2026-05-09,Saturday,8,144,0
S008,2026-05-09,Saturday,9,125,0
S008,2026-05-09,Saturday,10,90,0
S008,2026-05-09,Saturday,11,132,0
S008,2026-05-09,Saturday,12,97,0
S008,2026-05-09,Saturday,13,76,0
S008,2026-05-09,Saturday,14,104,0
S008,2026-05-09,Saturday,15,123,0
S008,2026-05-09,Saturday,16,69,0
S008,2026-05-09,Saturday,17,219,1
S008,2026-05-09,Saturday,18,246,1
S008,2026-05-09,Saturday,19,223,1
S008,2026-05-09,Saturday,20,220,1
S008,2026-05-09,Saturday,21,85,0
S009,2026-05-03,Sunday,8,144,0
S009,2026-05-03,Sunday,9,84,0
S009,2026-05-03,Sunday,10,83,0
S009,2026-05-03,Sunday,11,78,0
S009,2026-05-03,Sunday,12,129,0
S009,2026-05-03,Sunday,13,84,0
S009,2026-05-03,Sunday,14,112,0
S009,2026-05-03,Sunday,15,96,0
S009,2026-05-03,Sunday,16,168,0
S009,2026-05-03,Sunday,17,220,1
S009,2026-05-03,Sunday,18,252,1
S009,2026-05-03,Sunday,19,226,1
S009,2026-05-03,Sunday,20,233,1
S009,2026-05-03,Sunday,21,134,0
S009,2026-05-04,Monday,8,90,0
S009,2026-05-04,Monday,9,85,0
S009,2026-05-04,Monday,10,47,0
S009,2026-05-04,Monday,11,96,0
S009,2026-05-04,Monday,12,86,0
S009,2026-05-04,Monday,13,112,0
S009,2026-05-04,Monday,14,105,0
S009,2026-05-04,Monday,15,69,0
S009,2026-05-04,Monday,16,102,0
S009,2026-05-04,Monday,17,146,1
S009,2026-05-04,Monday,18,164,1
S009,2026-05-04,Monday,19,164,1
S009,2026-05-04,Monday,20,174,1
S009,2026-05-04,Monday,21,86,0
S009,2026-05-05,Tuesday,8,87,0
S009,2026-05-05,Tuesday,9,112,0
S009,2026-05-05,Tuesday,10,63,0
S009,2026-05-05,Tuesday,11,72,0
S009,2026-05-05,Tuesday,12,101,0
S009,2026-05-05,Tuesday,13,58,0
S009,2026-05-05,Tuesday,14,73,0
S009,2026-05-05,Tuesday,15,76,0
S009,2026-05-05,Tuesday,16,57,0
S009,2026-05-05,Tuesday,17,160,1
S009,2026-05-05,Tuesday,18,166,1
S009,2026-05-05,Tuesday,19,158,1
S009,2026-05-05,Tuesday,20,153,1
S009,2026-05-05,Tuesday,21,99,0
S009,2026-05-06,Wednesday,8,79,0
S009,2026-05-06,Wednesday,9,94,0
S009,2026-05-06,Wednesday,10,96,0
S009,2026-05-06,Wednesday,11,57,0
S009,2026-05-06,Wednesday,12,84,0
S009,2026-05-06,Wednesday,13,79,0
S009,2026-05-06,Wednesday,14,102,0
S009,2026-05-06,Wednesday,15,71,0
S009,2026-05-06,Wednesday,16,62,0
S009,2026-05-06,Wednesday,17,170,1
S009,2026-05-06,Wednesday,18,155,1
S009,2026-05-06,Wednesday,19,177,1
S009,2026-05-06,Wednesday,20,176,1
S009,2026-05-06,Wednesday,21,88,0
S009,2026-05-07,Thursday,8,74,0
S009,2026-05-07,Thursday,9,109,0
S009,2026-05-07,Thursday,10,106,0
S009,2026-05-07,Thursday,11,97,0
S009,2026-05-07,Thursday,12,82,0
S009,2026-05-07,Thursday,13,63,0
S009,2026-05-07,Thursday,14,79,0
S009,2026-05-07,Thursday,15,89,0
S009,2026-05-07,Thursday,16,99,0
S009,2026-05-07,Thursday,17,165,1
S009,2026-05-07,Thursday,18,176,1
S009,2026-05-07,Thursday,19,174,1
S009,2026-05-07,Thursday,20,175,1
S009,2026-05-07,Thursday,21,68,0
S009,2026-05-08,Friday,8,88,0
S009,2026-05-08,Friday,9,67,0
S009,2026-05-08,Friday,10,57,0
S009,2026-05-08,Friday,11,61,0
S009,2026-05-08,Friday,12,90,0
S009,2026-05-08,Friday,13,100,0
S009,2026-05-08,Friday,14,80,0
S009,2026-05-08,Friday,15,103,0
S009,2026-05-08,Friday,16,83,0
S009,2026-05-08,Friday,17,152,1
S009,2026-05-08,Friday,18,177,1
S009,2026-05-08,Friday,19,171,1
S009,2026-05-08,Friday,20,156,1
S009,2026-05-08,Friday,21,47,0
S009,2026-05-09,Saturday,8,85,0
S009,2026-05-09,Saturday,9,73,0
S009,2026-05-09,Saturday,10,128,0
S009,2026-05-09,Saturday,11,125,0
S009,2026-05-09,Saturday,12,129,0
S009,2026-05-09,Saturday,13,114,0
S009,2026-05-09,Saturday,14,114,0
S009,2026-05-09,Saturday,15,116,0
S009,2026-05-09,Saturday,16,83,0
S009,2026-05-09,Saturday,17,238,1
S009,2026-05-09,Saturday,18,231,1
S009,2026-05-09,Saturday,19,247,1
S009,2026-05-09,Saturday,20,245,1
S009,2026-05-09,Saturday,21,129,0
S010,2026-05-03,Sunday,8,112,0
S010,2026-05-03,Sunday,9,201,0
S010,2026-05-03,Sunday,10,190,0
S010,2026-05-03,Sunday,11,223,0
S010,2026-05-03,Sunday,12,126,0
S010,2026-05-03,Sunday,13,196,0
S010,2026-05-03,Sunday,14,197,0
S010,2026-05-03,Sunday,15,202,0
S010,2026-05-03,Sunday,16,154,0
S010,2026-05-03,Sunday,17,326,1
S010,2026-05-03,Sunday,18,347,1
S010,2026-05-03,Sunday,19,329,1
S010,2026-05-03,Sunday,20,335,1
S010,2026-05-03,Sunday,21,221,0
S010,2026-05-04,Monday,8,99,0
S010,2026-05-04,Monday,9,108,0
S010,2026-05-04,Monday,10,91,0
S010,2026-05-04,Monday,11,102,0
S010,2026-05-04,Monday,12,87,0
S010,2026-05-04,Monday,13,147,0
S010,2026-05-04,Monday,14,170,0
S010,2026-05-04,Monday,15,119,0
S010,2026-05-04,Monday,16,139,0
S010,2026-05-04,Monday,17,247,1
S010,2026-05-04,Monday,18,221,1
S010,2026-05-04,Monday,19,254,1
S010,2026-05-04,Monday,20,256,1
S010,2026-05-04,Monday,21,102,0
S010,2026-05-05,Tuesday,8,117,0
S010,2026-05-05,Tuesday,9,99,0
S010,2026-05-05,Tuesday,10,95,0
S010,2026-05-05,Tuesday,11,140,0
S010,2026-05-05,Tuesday,12,124,0
S010,2026-05-05,Tuesday,13,113,0
S010,2026-05-05,Tuesday,14,86,0
S010,2026-05-05,Tuesday,15,142,0
S010,2026-05-05,Tuesday,16,155,0
S010,2026-05-05,Tuesday,17,231,1
S010,2026-05-05,Tuesday,18,230,1
S010,2026-05-05,Tuesday,19,251,1
S010,2026-05-05,Tuesday,20,258,1
S010,2026-05-05,Tuesday,21,70,0
S010,2026-05-06,Wednesday,8,72,0
S010,2026-05-06,Wednesday,9,101,0
S010,2026-05-06,Wednesday,10,81,0
S010,2026-05-06,Wednesday,11,88,0
S010,2026-05-06,Wednesday,12,82,0
S010,2026-05-06,Wednesday,13,164,0
S010,2026-05-06,Wednesday,14,146,0
S010,2026-05-06,Wednesday,15,94,0
S010,2026-05-06,Wednesday,16,86,0
S010,2026-05-06,Wednesday,17,253,1
S010,2026-05-06,Wednesday,18,255,1
S010,2026-05-06,Wednesday,19,236,1
S010,2026-05-06,Wednesday,20,228,1
S010,2026-05-06,Wednesday,21,148,0
S010,2026-05-07,Thursday,8,105,0
S010,2026-05-07,Thursday,9,151,0
S010,2026-05-07,Thursday,10,83,0
S010,2026-05-07,Thursday,11,122,0
S010,2026-05-07,Thursday,12,67,0
S010,2026-05-07,Thursday,13,120,0
S010,2026-05-07,Thursday,14,86,0
S010,2026-05-07,Thursday,15,117,0
S010,2026-05-07,Thursday,16,160,0
S010,2026-05-07,Thursday,17,251,1
S010,2026-05-07,Thursday,18,224,1
S010,2026-05-07,Thursday,19,235,1
S010,2026-05-07,Thursday,20,236,1
S010,2026-05-07,Thursday,21,91,0
S010,2026-05-08,Friday,8,127,0
S010,2026-05-08,Friday,9,84,0
S010,2026-05-08,Friday,10,73,0
S010,2026-05-08,Friday,11,149,0
S010,2026-05-08,Friday,12,99,0
S010,2026-05-08,Friday,13,96,0
S010,2026-05-08,Friday,14,113,0
S010,2026-05-08,Friday,15,92,0
S010,2026-05-08,Friday,16,148,0
S010,2026-05-08,Friday,17,236,1
S010,2026-05-08,Friday,18,236,1
S010,2026-05-08,Friday,19,235,1
S010,2026-05-08,Friday,20,226,1
S010,2026-05-08,Friday,21,127,0
S010,2026-05-09,Saturday,8,184,0
S010,2026-05-09,Saturday,9,153,0
S010,2026-05-09,Saturday,10,215,0
S010,2026-05-09,Saturday,11,142,0
S010,2026-05-09,Saturday,12,125,0
S010,2026-05-09,Saturday,13,170,0
S010,2026-05-09,Saturday,14,121,0
S010,2026-05-09,Saturday,15,201,0
S010,2026-05-09,Saturday,16,223,0
S010,2026-05-09,Saturday,17,325,1
S010,2026-05-09,Saturday,18,321,1
S010,2026-05-09,Saturday,19,374,1
S010,2026-05-09,Saturday,20,341,1
S010,2026-05-09,Saturday,21,174,0
S011,2026-05-03,Sunday,8,132,0
S011,2026-05-03,Sunday,9,178,0
S011,2026-05-03,Sunday,10,201,0
S011,2026-05-03,Sunday,11,170,0
S011,2026-05-03,Sunday,12,225,0
S011,2026-05-03,Sunday,13,154,0
S011,2026-05-03,Sunday,14,145,0
S011,2026-05-03,Sunday,15,226,0
S011,2026-05-03,Sunday,16,187,0
S011,2026-05-03,Sunday,17,346,1
S011,2026-05-03,Sunday,18,374,1
S011,2026-05-03,Sunday,19,364,1
S011,2026-05-03,Sunday,20,381,1
S011,2026-05-03,Sunday,21,116,0
S011,2026-05-04,Monday,8,81,0
S011,2026-05-04,Monday,9,162,0
S011,2026-05-04,Monday,10,140,0
S011,2026-05-04,Monday,11,71,0
S011,2026-05-04,Monday,12,131,0
S011,2026-05-04,Monday,13,142,0
S011,2026-05-04,Monday,14,110,0
S011,2026-05-04,Monday,15,97,0
S011,2026-05-04,Monday,16,79,0
S011,2026-05-04,Monday,17,241,1
S011,2026-05-04,Monday,18,231,1
S011,2026-05-04,Monday,19,235,1
S011,2026-05-04,Monday,20,237,1
S011,2026-05-04,Monday,21,115,0
S011,2026-05-05,Tuesday,8,162,0
S011,2026-05-05,Tuesday,9,153,0
S011,2026-05-05,Tuesday,10,135,0
S011,2026-05-05,Tuesday,11,81,0
S011,2026-05-05,Tuesday,12,76,0
S011,2026-05-05,Tuesday,13,89,0
S011,2026-05-05,Tuesday,14,115,0
S011,2026-05-05,Tuesday,15,153,0
S011,2026-05-05,Tuesday,16,144,0
S011,2026-05-05,Tuesday,17,263,1
S011,2026-05-05,Tuesday,18,261,1
S011,2026-05-05,Tuesday,19,239,1
S011,2026-05-05,Tuesday,20,232,1
S011,2026-05-05,Tuesday,21,117,0
S011,2026-05-06,Wednesday,8,143,0
S011,2026-05-06,Wednesday,9,142,0
S011,2026-05-06,Wednesday,10,115,0
S011,2026-05-06,Wednesday,11,115,0
S011,2026-05-06,Wednesday,12,134,0
S011,2026-05-06,Wednesday,13,158,0
S011,2026-05-06,Wednesday,14,94,0
S011,2026-05-06,Wednesday,15,95,0
S011,2026-05-06,Wednesday,16,76,0
S011,2026-05-06,Wednesday,17,258,1
S011,2026-05-06,Wednesday,18,244,1
S011,2026-05-06,Wednesday,19,227,1
S011,2026-05-06,Wednesday,20,230,1
S011,2026-05-06,Wednesday,21,115,0
S011,2026-05-07,Thursday,8,76,0
S011,2026-05-07,Thursday,9,137,0
S011,2026-05-07,Thursday,10,114,0
S011,2026-05-07,Thursday,11,70,0
S011,2026-05-07,Thursday,12,102,0
S011,2026-05-07,Thursday,13,124,0
S011,2026-05-07,Thursday,14,95,0
S011,2026-05-07,Thursday,15,99,0
S011,2026-05-07,Thursday,16,93,0
S011,2026-05-07,Thursday,17,239,1
S011,2026-05-07,Thursday,18,251,1
S011,2026-05-07,Thursday,19,224,1
S011,2026-05-07,Thursday,20,231,1
S011,2026-05-07,Thursday,21,83,0
S011,2026-05-08,Friday,8,137,0
S011,2026-05-08,Friday,9,137,0
S011,2026-05-08,Friday,10,116,0
S011,2026-05-08,Friday,11,123,0
S011,2026-05-08,Friday,12,126,0
S011,2026-05-08,Friday,13,104,0
S011,2026-05-08,Friday,14,89,0
S011,2026-05-08,Friday,15,133,0
S011,2026-05-08,Friday,16,84,0
S011,2026-05-08,Friday,17,252,1
S011,2026-05-08,Friday,18,239,1
S011,2026-05-08,Friday,19,230,1
S011,2026-05-08,Friday,20,256,1
S011,2026-05-08,Friday,21,150,0
S011,2026-05-09,Saturday,8,193,0
S011,2026-05-09,Saturday,9,195,0
S011,2026-05-09,Saturday,10,228,0
S011,2026-05-09,Saturday,11,171,0
S011,2026-05-09,Saturday,12,145,0
S011,2026-05-09,Saturday,13,157,0
S011,2026-05-09,Saturday,14,136,0
S011,2026-05-09,Saturday,15,195,0
S011,2026-05-09,Saturday,16,153,0
S011,2026-05-09,Saturday,17,358,1
S011,2026-05-09,Saturday,18,373,1
S011,2026-05-09,Saturday,19,336,1
S011,2026-05-09,Saturday,20,327,1
S011,2026-05-09,Saturday,21,110,0
S012,2026-05-03,Sunday,8,97,0
S012,2026-05-03,Sunday,9,114,0
S012,2026-05-03,Sunday,10,130,0
S012,2026-05-03,Sunday,11,202,0
S012,2026-05-03,Sunday,12,124,0
S012,2026-05-03,Sunday,13,99,0
S012,2026-05-03,Sunday,14,228,0
S012,2026-05-03,Sunday,15,190,0
S012,2026-05-03,Sunday,16,121,0
S012,2026-05-03,Sunday,17,358,1
S012,2026-05-03,Sunday,18,381,1
S012,2026-05-03,Sunday,19,346,1
S012,2026-05-03,Sunday,20,364,1
S012,2026-05-03,Sunday,21,116,0
S012,2026-05-04,Monday,8,102,0
S012,2026-05-04,Monday,9,66,0
S012,2026-05-04,Monday,10,99,0
S012,2026-05-04,Monday,11,160,0
S012,2026-05-04,Monday,12,80,0
S012,2026-05-04,Monday,13,147,0
S012,2026-05-04,Monday,14,136,0
S012,2026-05-04,Monday,15,126,0
S012,2026-05-04,Monday,16,142,0
S012,2026-05-04,Monday,17,258,1
S012,2026-05-04,Monday,18,233,1
S012,2026-05-04,Monday,19,247,1
S012,2026-05-04,Monday,20,247,1
S012,2026-05-04,Monday,21,121,0
S012,2026-05-05,Tuesday,8,113,0
S012,2026-05-05,Tuesday,9,119,0
S012,2026-05-05,Tuesday,10,98,0
S012,2026-05-05,Tuesday,11,70,0
S012,2026-05-05,Tuesday,12,69,0
S012,2026-05-05,Tuesday,13,113,0
S012,2026-05-05,Tuesday,14,87,0
S012,2026-05-05,Tuesday,15,140,0
S012,2026-05-05,Tuesday,16,157,0
S012,2026-05-05,Tuesday,17,246,1
S012,2026-05-05,Tuesday,18,233,1
S012,2026-05-05,Tuesday,19,258,1
S012,2026-05-05,Tuesday,20,250,1
S012,2026-05-05,Tuesday,21,96,0
S012,2026-05-06,Wednesday,8,106,0
S012,2026-05-06,Wednesday,9,87,0
S012,2026-05-06,Wednesday,10,165,0
S012,2026-05-06,Wednesday,11,111,0
S012,2026-05-06,Wednesday,12,145,0
S012,2026-05-06,Wednesday,13,145,0
S012,2026-05-06,Wednesday,14,96,0
S012,2026-05-06,Wednesday,15,136,0
S012,2026-05-06,Wednesday,16,133,0
S012,2026-05-06,Wednesday,17,224,1
S012,2026-05-06,Wednesday,18,252,1
S012,2026-05-06,Wednesday,19,219,1
S012,2026-05-06,Wednesday,20,253,1
S012,2026-05-06,Wednesday,21,132,0
S012,2026-05-07,Thursday,8,126,0
S012,2026-05-07,Thursday,9,147,0
S012,2026-05-07,Thursday,10,102,0
S012,2026-05-07,Thursday,11,148,0
S012,2026-05-07,Thursday,12,81,0
S012,2026-05-07,Thursday,13,94,0
S012,2026-05-07,Thursday,14,154,0
S012,2026-05-07,Thursday,15,80,0
S012,2026-05-07,Thursday,16,86,0
S012,2026-05-07,Thursday,17,248,1
S012,2026-05-07,Thursday,18,264,1
S012,2026-05-07,Thursday,19,228,1
S012,2026-05-07,Thursday,20,250,1
S012,2026-05-07,Thursday,21,121,0
S012,2026-05-08,Friday,8,100,0
S012,2026-05-08,Friday,9,112,0
S012,2026-05-08,Friday,10,144,0
S012,2026-05-08,Friday,11,150,0
S012,2026-05-08,Friday,12,138,0
S012,2026-05-08,Friday,13,133,0
S012,2026-05-08,Friday,14,114,0
S012,2026-05-08,Friday,15,114,0
S012,2026-05-08,Friday,16,88,0
S012,2026-05-08,Friday,17,250,1
S012,2026-05-08,Friday,18,225,1
S012,2026-05-08,Friday,19,256,1
S012,2026-05-08,Friday,20,263,1
S012,2026-05-08,Friday,21,116,0
S012,2026-05-09,Saturday,8,241,0
S012,2026-05-09,Saturday,9,202,0
S012,2026-05-09,Saturday,10,182,0
S012,2026-05-09,Saturday,11,207,0
S012,2026-05-09,Saturday,12,94,0
S012,2026-05-09,Saturday,13,205,0
S012,2026-05-09,Saturday,14,118,0
S012,2026-05-09,Saturday,15,107,0
S012,2026-05-09,Saturday,16,107,0
S012,2026-05-09,Saturday,17,328,1
S012,2026-05-09,Saturday,18,365,1
S012,2026-05-09,Saturday,19,330,1
S012,2026-05-09,Saturday,20,344,1
S012,2026-05-09,Saturday,21,142,0
S013,2026-05-03,Sunday,8,114,0
S013,2026-05-03,Sunday,9,140,0
S013,2026-05-03,Sunday,10,102,0
S013,2026-05-03,Sunday,11,231,0
S013,2026-05-03,Sunday,12,175,0
S013,2026-05-03,Sunday,13,108,0
S013,2026-05-03,Sunday,14,164,0
S013,2026-05-03,Sunday,15,143,0
S013,2026-05-03,Sunday,16,190,0
S013,2026-05-03,Sunday,17,360,1
S013,2026-05-03,Sunday,18,368,1
S013,2026-05-03,Sunday,19,341,1
S013,2026-05-03,Sunday,20,341,1
S013,2026-05-03,Sunday,21,161,0
S013,2026-05-04,Monday,8,144,0
S013,2026-05-04,Monday,9,82,0
S013,2026-05-04,Monday,10,143,0
S013,2026-05-04,Monday,11,128,0
S013,2026-05-04,Monday,12,115,0
S013,2026-05-04,Monday,13,138,0
S013,2026-05-04,Monday,14,145,0
S013,2026-05-04,Monday,15,83,0
S013,2026-05-04,Monday,16,108,0
S013,2026-05-04,Monday,17,246,1
S013,2026-05-04,Monday,18,257,1
S013,2026-05-04,Monday,19,236,1
S013,2026-05-04,Monday,20,262,1
S013,2026-05-04,Monday,21,77,0
S013,2026-05-05,Tuesday,8,127,0
S013,2026-05-05,Tuesday,9,144,0
S013,2026-05-05,Tuesday,10,140,0
S013,2026-05-05,Tuesday,11,69,0
S013,2026-05-05,Tuesday,12,142,0
S013,2026-05-05,Tuesday,13,121,0
S013,2026-05-05,Tuesday,14,103,0
S013,2026-05-05,Tuesday,15,106,0
S013,2026-05-05,Tuesday,16,125,0
S013,2026-05-05,Tuesday,17,251,1
S013,2026-05-05,Tuesday,18,249,1
S013,2026-05-05,Tuesday,19,221,1
S013,2026-05-05,Tuesday,20,251,1
S013,2026-05-05,Tuesday,21,145,0
S013,2026-05-06,Wednesday,8,82,0
S013,2026-05-06,Wednesday,9,118,0
S013,2026-05-06,Wednesday,10,77,0
S013,2026-05-06,Wednesday,11,68,0
S013,2026-05-06,Wednesday,12,159,0
S013,2026-05-06,Wednesday,13,145,0
S013,2026-05-06,Wednesday,14,98,0
S013,2026-05-06,Wednesday,15,114,0
S013,2026-05-06,Wednesday,16,121,0
S013,2026-05-06,Wednesday,17,235,1
S013,2026-05-06,Wednesday,18,258,1
S013,2026-05-06,Wednesday,19,220,1
S013,2026-05-06,Wednesday,20,252,1
S013,2026-05-06,Wednesday,21,120,0
S013,2026-05-07,Thursday,8,116,0
S013,2026-05-07,Thursday,9,157,0
S013,2026-05-07,Thursday,10,116,0
S013,2026-05-07,Thursday,11,99,0
S013,2026-05-07,Thursday,12,125,0
S013,2026-05-07,Thursday,13,91,0
S013,2026-05-07,Thursday,14,108,0
S013,2026-05-07,Thursday,15,139,0
S013,2026-05-07,Thursday,16,170,0
S013,2026-05-07,Thursday,17,218,1
S013,2026-05-07,Thursday,18,250,1
S013,2026-05-07,Thursday,19,261,1
S013,2026-05-07,Thursday,20,260,1
S013,2026-05-07,Thursday,21,141,0
S013,2026-05-08,Friday,8,123,0
S013,2026-05-08,Friday,9,129,0
S013,2026-05-08,Friday,10,81,0
S013,2026-05-08,Friday,11,121,0
S013,2026-05-08,Friday,12,72,0
S013,2026-05-08,Friday,13,113,0
S013,2026-05-08,Friday,14,95,0
S013,2026-05-08,Friday,15,119,0
S013,2026-05-08,Friday,16,169,0
S013,2026-05-08,Friday,17,257,1
S013,2026-05-08,Friday,18,252,1
S013,2026-05-08,Friday,19,230,1
S013,2026-05-08,Friday,20,226,1
S013,2026-05-08,Friday,21,140,0
S013,2026-05-09,Saturday,8,127,0
S013,2026-05-09,Saturday,9,115,0
S013,2026-05-09,Saturday,10,233,0
S013,2026-05-09,Saturday,11,171,0
S013,2026-05-09,Saturday,12,108,0
S013,2026-05-09,Saturday,13,194,0
S013,2026-05-09,Saturday,14,105,0
S013,2026-05-09,Saturday,15,144,0
S013,2026-05-09,Saturday,16,116,0
S013,2026-05-09,Saturday,17,385,1
S013,2026-05-09,Saturday,18,338,1
S013,2026-05-09,Saturday,19,320,1
S013,2026-05-09,Saturday,20,377,1
S013,2026-05-09,Saturday,21,200,0
S014,2026-05-03,Sunday,8,113,0
S014,2026-05-03,Sunday,9,217,0
S014,2026-05-03,Sunday,10,108,0
S014,2026-05-03,Sunday,11,121,0
S014,2026-05-03,Sunday,12,213,0
S014,2026-05-03,Sunday,13,166,0
S014,2026-05-03,Sunday,14,113,0
S014,2026-05-03,Sunday,15,229,0
S014,2026-05-03,Sunday,16,191,0
S014,2026-05-03,Sunday,17,354,1
S014,2026-05-03,Sunday,18,371,1
S014,2026-05-03,Sunday,19,361,1
S014,2026-05-03,Sunday,20,343,1
S014,2026-05-03,Sunday,21,148,0
S014,2026-05-04,Monday,8,111,0
S014,2026-05-04,Monday,9,93,0
S014,2026-05-04,Monday,10,129,0
S014,2026-05-04,Monday,11,102,0
S014,2026-05-04,Monday,12,141,0
S014,2026-05-04,Monday,13,161,0
S014,2026-05-04,Monday,14,98,0
S014,2026-05-04,Monday,15,119,0
S014,2026-05-04,Monday,16,131,0
S014,2026-05-04,Monday,17,228,1
S014,2026-05-04,Monday,18,242,1
S014,2026-05-04,Monday,19,241,1
S014,2026-05-04,Monday,20,247,1
S014,2026-05-04,Monday,21,123,0
S014,2026-05-05,Tuesday,8,102,0
S014,2026-05-05,Tuesday,9,98,0
S014,2026-05-05,Tuesday,10,99,0
S014,2026-05-05,Tuesday,11,91,0
S014,2026-05-05,Tuesday,12,154,0
S014,2026-05-05,Tuesday,13,118,0
S014,2026-05-05,Tuesday,14,110,0
S014,2026-05-05,Tuesday,15,102,0
S014,2026-05-05,Tuesday,16,174,0
S014,2026-05-05,Tuesday,17,247,1
S014,2026-05-05,Tuesday,18,237,1
S014,2026-05-05,Tuesday,19,261,1
S014,2026-05-05,Tuesday,20,243,1
S014,2026-05-05,Tuesday,21,92,0
S014,2026-05-06,Wednesday,8,82,0
S014,2026-05-06,Wednesday,9,88,0
S014,2026-05-06,Wednesday,10,87,0
S014,2026-05-06,Wednesday,11,65,0
S014,2026-05-06,Wednesday,12,78,0
S014,2026-05-06,Wednesday,13,125,0
S014,2026-05-06,Wednesday,14,73,0
S014,2026-05-06,Wednesday,15,63,0
S014,2026-05-06,Wednesday,16,73,0
S014,2026-05-06,Wednesday,17,232,1
S014,2026-05-06,Wednesday,18,260,1
S014,2026-05-06,Wednesday,19,255,1
